temp_R;temp_match;R_precision;matching_score_pred;token
[1];3.621471;[26];100.33875977993011;sos/OTHER_a/DET_person/NOUN_hold/VERB_their/DET_hand/NOUN_in/ADP_front/NOUN_of/ADP_them/PRON_turn/VERB_clockwise/NOUN_briefly/ADV_and/CCONJ_then/ADV_kick/VERB_towards/ADP_the/DET_left/ADJ_hand/NOUN_side/NOUN_eos/OTHER
[1];1.9257218;[27];102.26448154449463;sos/OTHER_a/DET_person/NOUN_abruptly/ADV_stagger/VERB_backwards/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.659049;[28];104.92353057861328;sos/OTHER_a/DET_man/NOUN_step/VERB_forward/ADV_hold/VERB_an/DET_object/NOUN_to/ADP_his/DET_head/NOUN_with/ADP_his/DET_left/ADJ_hand/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];3.2728467;[29];108.19637727737427;sos/OTHER_a/DET_person/NOUN_is/AUX_clap/VERB_their/DET_hand/NOUN_together/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];1.9963001;[30];110.19267737865448;sos/OTHER_a/DET_man/NOUN_crouch/VERB_and/CCONJ_punch/VERB_the/DET_air/NOUN_with/ADP_his/DET_right/ADJ_hand/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];1.0056603;[31];111.19833767414093;sos/OTHER_a/DET_man/NOUN_is/AUX_lift/VERB_his/DET_right/ADJ_arm/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];5.6575527;[32];116.85589039325714;sos/OTHER_a/DET_man/NOUN_is/AUX_run/VERB_with/ADP_arm/NOUN_at/ADP_side/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.0693467;[33];118.9252370595932;sos/OTHER_person/NOUN_appear/VERB_to/PART_be/AUX_run/VERB_in/ADP_straight/ADJ_line/NOUN_then/ADV_jump/VERB_over/ADP_something/PRON_and/CCONJ_continue/VERB_run/VERB_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];3.1773953;[34];122.10263240337372;sos/OTHER_person/NOUN_walk/VERB_quickly/ADV_down/ADP_a/DET_short/ADJ_incline/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];4.722277;[35];126.82490956783295;sos/OTHER_a/DET_person/NOUN_walk/VERB_while/SCONJ_swinge/VERB_his/DET_arm/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];1.695209;[36];128.52011859416962;sos/OTHER_a/DET_man/NOUN_jump/VERB_from/ADP_right/NOUN_to/ADP_left/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];7.4118714;[37];135.93199002742767;sos/OTHER_a/DET_person/NOUN_is/AUX_stand/VERB_and/CCONJ_lose/VERB_his/DET_balance/NOUN_almost/ADV_fall/VERB_but/CCONJ_catch/VERB_himself/PRON_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];5.5105324;[38];141.44252240657806;sos/OTHER_the/DET_person/NOUN_quickly/ADV_walk/VERB_forward/ADV_and/CCONJ_pick/VERB_something/PRON_up/ADP_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];4.245993;[39];145.68851554393768;sos/OTHER_a/DET_person/NOUN_does/AUX_basketball/NOUN_gesture/NOUN_for/ADP_timeout/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.5402071;[40];148.22872269153595;sos/OTHER_the/DET_person/NOUN_place/VERB_his/DET_right/ADJ_hand/NOUN_on/ADP_a/DET_seat/NOUN_and/CCONJ_sit/VERB_down/ADP_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.1663811;[41];150.3951038122177;sos/OTHER_a/DET_man/NOUN_grab/VERB_an/DET_object/NOUN_above/ADP_his/DET_head/NOUN_with/ADP_his/DET_left/ADJ_hand/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];3.1279087;[42];153.52301251888275;sos/OTHER_a/DET_man/NOUN_jump/VERB_and/CCONJ_bring/VERB_both/DET_arm/NOUN_above/ADP_his/DET_head/NOUN_as/SCONJ_he/PRON_spread/VERB_his/DET_leg/NOUN_and/CCONJ_then/ADV_move/VERB_them/PRON_back/ADV_eos/OTHER
[1];4.84411;[43];158.3671225309372;sos/OTHER_someone/PRON_who/PRON_is/AUX_waive/VERB_to/ADP_a/DET_person/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.773124;[44];161.14024651050568;sos/OTHER_a/DET_man/NOUN_hold/VERB_his/DET_arm/NOUN_out/SCONJ_in/ADP_front/NOUN_of/ADP_him/PRON_in/ADP_a/DET_shrugging/NOUN_gesture/NOUN_then/ADV_bring/VERB_his/DET_arm/NOUN_down/ADP_to/ADP_eos/OTHER
[1];2.5443366;[45];163.68458306789398;sos/OTHER_a/DET_person/NOUN_clasp/VERB_his/DET_hand/NOUN_in/ADP_front/NOUN_of/ADP_him/PRON_then/ADV_swing/VERB_his/DET_clasped/ADJ_hand/NOUN_back/ADV_and/CCONJ_forth/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.077934;[46];165.76251709461212;sos/OTHER_character/NOUN_is/AUX_move/VERB_slowly/ADV_before/ADP_move/VERB_into/ADP_a/DET_moderate/ADJ_jog/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.0109563;[47];167.77347338199615;sos/OTHER_a/DET_person/NOUN_walk/VERB_diagonally/ADV_backwards/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];3.1915581;[48];170.96503150463104;sos/OTHER_walk/VERB_side/ADJ_way/NOUN_but/CCONJ_back/ADV_and/CCONJ_forth/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];1.7916108;[49];172.75664234161377;sos/OTHER_a/DET_person/NOUN_reach/VERB_forward/ADV_with/ADP_the/DET_left/ADJ_hand/NOUN_and/CCONJ_then/ADV_let/VERB_their/DET_arm/NOUN_drop/VERB_to/ADP_their/DET_side/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];6.809077;[50];179.56571912765503;sos/OTHER_a/DET_person/NOUN_has/AUX_his/DET_hand/NOUN_are/AUX_on/ADP_his/DET_hip/NOUN_and/CCONJ_is/AUX_warm/VERB_up/ADP_his/DET_leg/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.3066366;[51];181.87235569953918;sos/OTHER_a/DET_man/NOUN_touch/VERB_his/DET_face/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.3946874;[52];184.2670431137085;sos/OTHER_a/DET_person/NOUN_stumble/VERB_about/ADP_completely/ADV_dazed/ADJ_and/CCONJ_throw/VERB_a/DET_right/ADJ_handed/ADJ_uppercut/NOUN_whilst/SCONJ_still/ADV_stumble/VERB_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];3.40957;[53];187.67661309242249;sos/OTHER_a/DET_person/NOUN_hold/VERB_their/DET_hand/NOUN_in/ADP_front/NOUN_of/ADP_them/PRON_turn/VERB_counterclockwise/ADJ_briefly/ADV_and/CCONJ_then/ADV_kick/VERB_towards/ADP_the/DET_right/ADJ_hand/NOUN_side/NOUN_eos/OTHER
[1];2.5689676;[54];190.24558067321777;sos/OTHER_a/DET_person/NOUN_abruptly/ADV_stagger/VERB_backwards/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];4.9457545;[55];195.19133520126343;sos/OTHER_the/DET_right/ADJ_hand/NOUN_fling/NOUN_forward/ADV_to/ADP_the/DET_left/ADJ_side/NOUN_the/DET_left/ADJ_hand/NOUN_meet/VERB_the/DET_right/ADJ_hand/NOUN_and/CCONJ_is/AUX_drag/VERB_back/ADV_eos/OTHER
[1];1.4499187;[56];196.64125394821167;sos/OTHER_the/DET_person/NOUN_is/AUX_sit/VERB_down/ADP_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];3.6434133;[57];200.28466725349426;sos/OTHER_a/DET_person/NOUN_walk/VERB_forward/ADV_few/ADJ_step/NOUN_and/CCONJ_run/VERB_the/DET_remain/VERB_step/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];5.6285834;[58];205.91325068473816;sos/OTHER_a/DET_person/NOUN_stand/VERB_with/ADP_their/DET_arm/NOUN_raise/VERB_forward/ADV_and/CCONJ_wrist/NOUN_bent/ADJ_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];5.773258;[59];211.68650889396667;sos/OTHER_the/DET_left/ADJ_hand/NOUN_fling/NOUN_forward/ADV_to/ADP_the/DET_right/ADJ_side/NOUN_the/DET_right/ADJ_hand/NOUN_meet/VERB_the/DET_left/ADJ_hand/NOUN_and/CCONJ_is/AUX_drag/VERB_back/ADV_eos/OTHER
[1];2.6076787;[60];214.29418754577637;sos/OTHER_the/DET_person/NOUN_is/AUX_sit/VERB_down/ADP_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.0983653;[61];216.39255285263062;sos/OTHER_a/DET_person/NOUN_jog/VERB_straight/ADV_forward/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];4.176748;[62];220.5693006515503;sos/OTHER_a/DET_person/NOUN_stand/VERB_with/ADP_their/DET_arm/NOUN_raise/VERB_forward/ADV_and/CCONJ_wrist/NOUN_bent/ADJ_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];3.5215337;[63];224.09083437919617;sos/OTHER_a/DET_person/NOUN_is/AUX_raise/VERB_their/DET_arm/NOUN_in/ADP_the/DET_air/NOUN_with/ADP_their/DET_leg/NOUN_bent/ADJ_as/SCONJ_if/SCONJ_lift/VERB_weight/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.5153036;[64];226.60613799095154;sos/OTHER_a/DET_character/NOUN_lift/VERB_their/DET_arm/NOUN_and/CCONJ_bend/VERB_their/DET_knee/NOUN_to/PART_raise/VERB_a/DET_dumbbell/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.6354816;[65];229.24161958694458;sos/OTHER_a/DET_man/NOUN_casually/ADV_stand/VERB_up/ADP_tall/ADJ_while/SCONJ_wave/VERB_his/DET_right/ADJ_arm/NOUN_as/SCONJ_if/SCONJ_beckon/VERB_in/ADP_his/DET_direction/NOUN_while/SCONJ_his/DET_left/ADJ_eos/OTHER
[1];2.7773218;[66];232.0189414024353;sos/OTHER_person/NOUN_open/VERB_drink/NOUN_and/CCONJ_drink/VERB_it/PRON_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.401216;[67];234.42015743255615;sos/OTHER_a/DET_person/NOUN_slowly/ADV_walk/VERB_forward/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.3830366;[68];236.8031940460205;sos/OTHER_person/NOUN_is/AUX_box/VERB_with/ADP_someone/PRON_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.7388356;[69];239.54202961921692;sos/OTHER_a/DET_stand/VERB_person/NOUN_bend/VERB_at/ADP_the/DET_knee/NOUN_and/CCONJ_take/VERB_a/DET_seat/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.7775168;[70];242.31954646110535;sos/OTHER_a/DET_man/NOUN_casually/ADV_stand/VERB_up/ADP_tall/ADJ_while/SCONJ_wave/VERB_his/DET_left/ADJ_arm/NOUN_as/SCONJ_if/SCONJ_beckon/VERB_in/ADP_his/DET_direction/NOUN_while/SCONJ_his/DET_right/ADJ_eos/OTHER
[1];4.784431;[71];247.10397744178772;sos/OTHER_person/NOUN_open/VERB_drink/NOUN_and/CCONJ_drink/VERB_it/PRON_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];1.1886559;[72];248.2926332950592;sos/OTHER_the/DET_person/NOUN_is/AUX_walk/VERB_briskly/ADV_forward/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];4.9263163;[73];253.2189495563507;sos/OTHER_punch/VERB_arm/NOUN_while/SCONJ_stand/VERB_still/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];1.7150528;[74];254.93400239944458;sos/OTHER_a/DET_person/NOUN_sit/VERB_down/ADP_on/ADP_something/PRON_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];5.024035;[75];259.9580373764038;sos/OTHER_a/DET_figure/NOUN_rub/VERB_its/DET_hand/NOUN_together/ADV_and/CCONJ_shift/VERB_its/DET_weight/NOUN_from/ADP_foot/NOUN_to/ADP_foot/NOUN_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];5.3593125;[76];265.3173499107361;sos/OTHER_a/DET_person/NOUN_move/VERB_his/DET_left/ADJ_arm/NOUN_up/ADP_and/CCONJ_his/DET_right/ADJ_arm/NOUN_downward/ADV_eos/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER_unk/OTHER
[1];2.0738988;[77];267.39124870300293;sos/OTHER_a/DET_person/NOUN_stand/VERB_and/CCONJ_stretch/VERB_their/DET_right/ADJ_arm/NOUN_above/ADV_and/CCONJ_over/ADP_their/DET_head/NOUN_to/ADP_the/DET_left/NOUN_their/DET_left/ADJ_arm/NOUN_spasm/NOUN_eos/OTHER
